Using device: cuda
[DavisDatasetP13D] input pairs: 30056
[DavisDatasetP13D] kept pairs : 28696
[DavisDatasetP13D] missing counts: {'drug_1d': 0, 'drug_2d': 0, 'protein_1d': 0, 'protein_3d': 1360}
TOTAL SIZE: 28696
TRAIN SIZE: 22956
VAL SIZE: 5740
SPLIT JSON: data/splits/davis_fixed_split_size2.json
MODEL: drug_1d + protein_1d + protein_3d + softclip(drug-protein) + pcl(protein1d-protein3d)

EPOCH 1/30
  STEP 100/11478 | TOTAL_LOSS=0.658329 | REG_LOSS=0.516758 | SOFTCLIP_LOSS=0.696045 | PCL_LOSS=0.719657 | MEAN_GATE=0.5108 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.718859
  STEP 4200/11478 | TOTAL_LOSS=1.844272 | REG_LOSS=1.800258 | SOFTCLIP_LOSS=0.439785 | PCL_LOSS=0.000356 | MEAN_GATE=0.1835 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=1.341737
  STEP 4300/11478 | TOTAL_LOSS=0.099119 | REG_LOSS=0.037669 | SOFTCLIP_LOSS=0.614505 | PCL_LOSS=0.000000 | MEAN_GATE=0.2192 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.194085
  STEP 4400/11478 | TOTAL_LOSS=0.150804 | REG_LOSS=0.115860 | SOFTCLIP_LOSS=0.349415 | PCL_LOSS=0.000026 | MEAN_GATE=0.2841 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.340382
  STEP 4500/11478 | TOTAL_LOSS=0.073184 | REG_LOSS=0.038479 | SOFTCLIP_LOSS=0.347049 | PCL_LOSS=0.000000 | MEAN_GATE=0.2521 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.196161
  STEP 4600/11478 | TOTAL_LOSS=0.308235 | REG_LOSS=0.238900 | SOFTCLIP_LOSS=0.693332 | PCL_LOSS=0.000015 | MEAN_GATE=0.2307 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.488774
  STEP 4700/11478 | TOTAL_LOSS=0.325642 | REG_LOSS=0.254226 | SOFTCLIP_LOSS=0.714158 | PCL_LOSS=0.000000 | MEAN_GATE=0.2138 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.504208
  STEP 4800/11478 | TOTAL_LOSS=0.324522 | REG_LOSS=0.297292 | SOFTCLIP_LOSS=0.272304 | PCL_LOSS=0.000000 | MEAN_GATE=0.3311 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.545245
  STEP 4900/11478 | TOTAL_LOSS=0.091931 | REG_LOSS=0.057411 | SOFTCLIP_LOSS=0.345173 | PCL_LOSS=0.000031 | MEAN_GATE=0.1530 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.239605
  STEP 5000/11478 | TOTAL_LOSS=0.102057 | REG_LOSS=0.031535 | SOFTCLIP_LOSS=0.705212 | PCL_LOSS=0.000000 | MEAN_GATE=0.1913 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.177582
  STEP 5100/11478 | TOTAL_LOSS=0.090918 | REG_LOSS=0.005888 | SOFTCLIP_LOSS=0.693218 | PCL_LOSS=0.157076 | MEAN_GATE=0.2866 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.076735
  STEP 5200/11478 | TOTAL_LOSS=0.421445 | REG_LOSS=0.385300 | SOFTCLIP_LOSS=0.361449 | PCL_LOSS=0.000000 | MEAN_GATE=0.2485 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.620725
  STEP 5300/11478 | TOTAL_LOSS=0.222293 | REG_LOSS=0.045985 | SOFTCLIP_LOSS=0.696163 | PCL_LOSS=1.066919 | MEAN_GATE=0.2157 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.214442
  STEP 5400/11478 | TOTAL_LOSS=0.101052 | REG_LOSS=0.066163 | SOFTCLIP_LOSS=0.348885 | PCL_LOSS=0.000000 | MEAN_GATE=0.1838 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.257222
  STEP 5500/11478 | TOTAL_LOSS=0.167068 | REG_LOSS=0.097530 | SOFTCLIP_LOSS=0.695378 | PCL_LOSS=0.000000 | MEAN_GATE=0.2409 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.312298
  STEP 5600/11478 | TOTAL_LOSS=0.890184 | REG_LOSS=0.820724 | SOFTCLIP_LOSS=0.690294 | PCL_LOSS=0.004299 | MEAN_GATE=0.1783 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.905938
  STEP 5700/11478 | TOTAL_LOSS=0.059473 | REG_LOSS=0.032542 | SOFTCLIP_LOSS=0.269317 | PCL_LOSS=0.000001 | MEAN_GATE=0.2524 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.180393
  STEP 5800/11478 | TOTAL_LOSS=0.058060 | REG_LOSS=0.022840 | SOFTCLIP_LOSS=0.347342 | PCL_LOSS=0.004857 | MEAN_GATE=0.2972 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.151130
  STEP 5900/11478 | TOTAL_LOSS=0.421756 | REG_LOSS=0.421756 | SOFTCLIP_LOSS=-0.000000 | PCL_LOSS=0.000000 | MEAN_GATE=0.2830 | MEAN_VALID_PER_ROW=1.00 | MEAN_VALID_OFFDIAG=0.00 | BATCH_RMSE=0.649428
  STEP 6000/11478 | TOTAL_LOSS=0.070297 | REG_LOSS=0.002577 | SOFTCLIP_LOSS=0.677194 | PCL_LOSS=0.000000 | MEAN_GATE=0.2798 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.050767
  STEP 6100/11478 | TOTAL_LOSS=0.386714 | REG_LOSS=0.316632 | SOFTCLIP_LOSS=0.700823 | PCL_LOSS=0.000000 | MEAN_GATE=0.2067 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.562701
  STEP 6200/11478 | TOTAL_LOSS=0.082262 | REG_LOSS=0.012873 | SOFTCLIP_LOSS=0.693894 | PCL_LOSS=0.000000 | MEAN_GATE=0.2291 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.113457
  STEP 6300/11478 | TOTAL_LOSS=0.368672 | REG_LOSS=0.333684 | SOFTCLIP_LOSS=0.349862 | PCL_LOSS=0.000021 | MEAN_GATE=0.1859 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.577654
  STEP 6400/11478 | TOTAL_LOSS=0.018588 | REG_LOSS=0.018588 | SOFTCLIP_LOSS=-0.000000 | PCL_LOSS=0.000003 | MEAN_GATE=0.2800 | MEAN_VALID_PER_ROW=1.00 | MEAN_VALID_OFFDIAG=0.00 | BATCH_RMSE=0.136336
  STEP 6500/11478 | TOTAL_LOSS=0.120135 | REG_LOSS=0.050911 | SOFTCLIP_LOSS=0.692241 | PCL_LOSS=0.000000 | MEAN_GATE=0.2628 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.225635
  STEP 6600/11478 | TOTAL_LOSS=1.028863 | REG_LOSS=0.958165 | SOFTCLIP_LOSS=0.685992 | PCL_LOSS=0.020987 | MEAN_GATE=0.1883 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.978859
  STEP 6700/11478 | TOTAL_LOSS=0.406030 | REG_LOSS=0.406030 | SOFTCLIP_LOSS=-0.000000 | PCL_LOSS=0.000000 | MEAN_GATE=0.3915 | MEAN_VALID_PER_ROW=1.00 | MEAN_VALID_OFFDIAG=0.00 | BATCH_RMSE=0.637205
  STEP 6800/11478 | TOTAL_LOSS=1.531556 | REG_LOSS=1.490638 | SOFTCLIP_LOSS=0.409062 | PCL_LOSS=0.000121 | MEAN_GATE=0.1829 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=1.220917
  STEP 6900/11478 | TOTAL_LOSS=0.252290 | REG_LOSS=0.189281 | SOFTCLIP_LOSS=0.630089 | PCL_LOSS=0.000000 | MEAN_GATE=0.2962 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.435064
  STEP 7000/11478 | TOTAL_LOSS=1.201265 | REG_LOSS=1.131464 | SOFTCLIP_LOSS=0.697901 | PCL_LOSS=0.000105 | MEAN_GATE=0.3070 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=1.063703
  STEP 7100/11478 | TOTAL_LOSS=0.695896 | REG_LOSS=0.648595 | SOFTCLIP_LOSS=0.473004 | PCL_LOSS=0.000000 | MEAN_GATE=0.3221 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.805354
  STEP 7200/11478 | TOTAL_LOSS=0.248289 | REG_LOSS=0.178776 | SOFTCLIP_LOSS=0.695131 | PCL_LOSS=0.000000 | MEAN_GATE=0.1922 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.422819
  STEP 7300/11478 | TOTAL_LOSS=0.276648 | REG_LOSS=0.241521 | SOFTCLIP_LOSS=0.351264 | PCL_LOSS=0.000000 | MEAN_GATE=0.2250 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.491448
  STEP 7400/11478 | TOTAL_LOSS=0.149227 | REG_LOSS=0.090149 | SOFTCLIP_LOSS=0.590782 | PCL_LOSS=0.000000 | MEAN_GATE=0.2307 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.300248
  STEP 7500/11478 | TOTAL_LOSS=0.529371 | REG_LOSS=0.452966 | SOFTCLIP_LOSS=0.764048 | PCL_LOSS=0.000000 | MEAN_GATE=0.1907 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.673028
  STEP 7600/11478 | TOTAL_LOSS=0.188489 | REG_LOSS=0.067801 | SOFTCLIP_LOSS=0.708855 | PCL_LOSS=0.498029 | MEAN_GATE=0.1961 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.260386
  STEP 7700/11478 | TOTAL_LOSS=0.618665 | REG_LOSS=0.473824 | SOFTCLIP_LOSS=0.685701 | PCL_LOSS=0.762711 | MEAN_GATE=0.1849 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.688348
  STEP 7800/11478 | TOTAL_LOSS=0.303647 | REG_LOSS=0.268653 | SOFTCLIP_LOSS=0.349925 | PCL_LOSS=0.000009 | MEAN_GATE=0.1821 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.518318
  STEP 7900/11478 | TOTAL_LOSS=0.419829 | REG_LOSS=0.382039 | SOFTCLIP_LOSS=0.377905 | PCL_LOSS=0.000000 | MEAN_GATE=0.3256 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.618093
  STEP 8000/11478 | TOTAL_LOSS=1.972580 | REG_LOSS=1.902981 | SOFTCLIP_LOSS=0.695992 | PCL_LOSS=0.000000 | MEAN_GATE=0.2215 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=1.379486
  STEP 8100/11478 | TOTAL_LOSS=0.374578 | REG_LOSS=0.297469 | SOFTCLIP_LOSS=0.717531 | PCL_LOSS=0.053563 | MEAN_GATE=0.2553 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.545407
  STEP 8200/11478 | TOTAL_LOSS=0.040228 | REG_LOSS=0.005553 | SOFTCLIP_LOSS=0.346742 | PCL_LOSS=0.000003 | MEAN_GATE=0.2087 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.074521
  STEP 8300/11478 | TOTAL_LOSS=0.048378 | REG_LOSS=0.012841 | SOFTCLIP_LOSS=0.347154 | PCL_LOSS=0.008214 | MEAN_GATE=0.2735 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.113319
  STEP 8400/11478 | TOTAL_LOSS=0.117558 | REG_LOSS=0.047667 | SOFTCLIP_LOSS=0.698903 | PCL_LOSS=0.000000 | MEAN_GATE=0.2093 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.218328
  STEP 8500/11478 | TOTAL_LOSS=0.131677 | REG_LOSS=0.097437 | SOFTCLIP_LOSS=0.342402 | PCL_LOSS=0.000000 | MEAN_GATE=0.1898 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.312148
  STEP 8600/11478 | TOTAL_LOSS=0.098613 | REG_LOSS=0.063774 | SOFTCLIP_LOSS=0.348364 | PCL_LOSS=0.000024 | MEAN_GATE=0.2424 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.252536
  STEP 8700/11478 | TOTAL_LOSS=0.184130 | REG_LOSS=0.148604 | SOFTCLIP_LOSS=0.355256 | PCL_LOSS=0.000000 | MEAN_GATE=0.4408 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.385492
  STEP 8800/11478 | TOTAL_LOSS=0.125031 | REG_LOSS=0.055703 | SOFTCLIP_LOSS=0.693284 | PCL_LOSS=0.000000 | MEAN_GATE=0.1722 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.236014
  STEP 8900/11478 | TOTAL_LOSS=0.156628 | REG_LOSS=0.087631 | SOFTCLIP_LOSS=0.689941 | PCL_LOSS=0.000030 | MEAN_GATE=0.1938 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.296026
  STEP 9000/11478 | TOTAL_LOSS=0.277553 | REG_LOSS=0.228274 | SOFTCLIP_LOSS=0.492790 | PCL_LOSS=0.000000 | MEAN_GATE=0.1860 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.477780
  STEP 9100/11478 | TOTAL_LOSS=0.416177 | REG_LOSS=0.372304 | SOFTCLIP_LOSS=0.347297 | PCL_LOSS=0.091429 | MEAN_GATE=0.2076 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.610167
  STEP 9200/11478 | TOTAL_LOSS=0.101649 | REG_LOSS=0.024940 | SOFTCLIP_LOSS=0.691089 | PCL_LOSS=0.076000 | MEAN_GATE=0.2131 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.157923
  STEP 9300/11478 | TOTAL_LOSS=0.103461 | REG_LOSS=0.026441 | SOFTCLIP_LOSS=0.722033 | PCL_LOSS=0.048168 | MEAN_GATE=0.2752 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.162606
  STEP 9400/11478 | TOTAL_LOSS=0.328226 | REG_LOSS=0.209328 | SOFTCLIP_LOSS=0.694117 | PCL_LOSS=0.494864 | MEAN_GATE=0.2205 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.457524
  STEP 9500/11478 | TOTAL_LOSS=0.756772 | REG_LOSS=0.704269 | SOFTCLIP_LOSS=0.525031 | PCL_LOSS=0.000000 | MEAN_GATE=0.2200 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.839207
  STEP 9600/11478 | TOTAL_LOSS=0.153801 | REG_LOSS=0.148273 | SOFTCLIP_LOSS=0.055279 | PCL_LOSS=0.000000 | MEAN_GATE=0.2026 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.385063
  STEP 9700/11478 | TOTAL_LOSS=0.250724 | REG_LOSS=0.181220 | SOFTCLIP_LOSS=0.695038 | PCL_LOSS=0.000000 | MEAN_GATE=0.2177 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.425700
  STEP 9800/11478 | TOTAL_LOSS=0.132846 | REG_LOSS=0.000612 | SOFTCLIP_LOSS=0.299655 | PCL_LOSS=1.022681 | MEAN_GATE=0.2030 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.024744
  STEP 9900/11478 | TOTAL_LOSS=0.098986 | REG_LOSS=0.029615 | SOFTCLIP_LOSS=0.693712 | PCL_LOSS=0.000000 | MEAN_GATE=0.2557 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.172090
  STEP 10000/11478 | TOTAL_LOSS=0.622780 | REG_LOSS=0.585098 | SOFTCLIP_LOSS=0.376825 | PCL_LOSS=0.000000 | MEAN_GATE=0.1967 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.764917
  STEP 10100/11478 | TOTAL_LOSS=0.171515 | REG_LOSS=0.103439 | SOFTCLIP_LOSS=0.680757 | PCL_LOSS=0.000002 | MEAN_GATE=0.2858 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.321619
  STEP 10200/11478 | TOTAL_LOSS=2.199387 | REG_LOSS=2.139487 | SOFTCLIP_LOSS=0.599002 | PCL_LOSS=0.000000 | MEAN_GATE=0.2279 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=1.462698
  STEP 10300/11478 | TOTAL_LOSS=0.115338 | REG_LOSS=0.071015 | SOFTCLIP_LOSS=0.443226 | PCL_LOSS=0.000000 | MEAN_GATE=0.1724 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.266487
  STEP 10400/11478 | TOTAL_LOSS=0.447807 | REG_LOSS=0.380740 | SOFTCLIP_LOSS=0.670662 | PCL_LOSS=0.000007 | MEAN_GATE=0.2383 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.617042
  STEP 10500/11478 | TOTAL_LOSS=0.052598 | REG_LOSS=0.017890 | SOFTCLIP_LOSS=0.347079 | PCL_LOSS=0.000000 | MEAN_GATE=0.2271 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.133754
  STEP 10600/11478 | TOTAL_LOSS=0.638974 | REG_LOSS=0.573220 | SOFTCLIP_LOSS=-0.000000 | PCL_LOSS=0.657540 | MEAN_GATE=0.1452 | MEAN_VALID_PER_ROW=1.00 | MEAN_VALID_OFFDIAG=0.00 | BATCH_RMSE=0.757113
  STEP 10700/11478 | TOTAL_LOSS=0.164409 | REG_LOSS=0.098922 | SOFTCLIP_LOSS=0.654875 | PCL_LOSS=0.000000 | MEAN_GATE=0.2218 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.314518
  STEP 10800/11478 | TOTAL_LOSS=0.065125 | REG_LOSS=0.036080 | SOFTCLIP_LOSS=0.274780 | PCL_LOSS=0.015675 | MEAN_GATE=0.1742 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.189947
  STEP 10900/11478 | TOTAL_LOSS=2.672657 | REG_LOSS=2.601539 | SOFTCLIP_LOSS=0.692544 | PCL_LOSS=0.018631 | MEAN_GATE=0.2507 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=1.612929
  STEP 11000/11478 | TOTAL_LOSS=1.896951 | REG_LOSS=1.829000 | SOFTCLIP_LOSS=0.679510 | PCL_LOSS=0.000000 | MEAN_GATE=0.3826 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=1.352405
  STEP 11100/11478 | TOTAL_LOSS=0.329988 | REG_LOSS=0.303654 | SOFTCLIP_LOSS=0.263340 | PCL_LOSS=0.000000 | MEAN_GATE=0.2940 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.551048
  STEP 11200/11478 | TOTAL_LOSS=0.055602 | REG_LOSS=0.020703 | SOFTCLIP_LOSS=0.293393 | PCL_LOSS=0.055594 | MEAN_GATE=0.2019 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.143887
  STEP 11300/11478 | TOTAL_LOSS=0.177491 | REG_LOSS=0.130818 | SOFTCLIP_LOSS=0.329329 | PCL_LOSS=0.137400 | MEAN_GATE=0.2589 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.361688
  STEP 11400/11478 | TOTAL_LOSS=0.102302 | REG_LOSS=0.026352 | SOFTCLIP_LOSS=0.347857 | PCL_LOSS=0.411645 | MEAN_GATE=0.1939 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.162332
[EPOCH 024/030] TRAIN: TOTAL=0.464376 | REG=0.404362 | SOFTCLIP=0.524603 | PCL=0.075528 | RMSE=0.635895 | MAE=0.429153 | CI=0.820214 | RM2=0.471132
[EPOCH 024/030] VAL  : TOTAL=0.348577 | REG=0.326051 | SOFTCLIP=0.143365 | PCL=0.081890 | RMSE=0.571009 | MAE=0.406005 | CI=0.852974 | RM2=0.565743
  SAVED NEW BEST MODEL | EPOCH=024 | BEST_VAL_RMSE=0.571009 | BEST_VAL_MAE=0.406005 | BEST_VAL_CI=0.852974 | BEST_VAL_RM2=0.565743

EPOCH 25/30
  STEP 100/11478 | TOTAL_LOSS=0.153236 | REG_LOSS=0.083119 | SOFTCLIP_LOSS=0.700898 | PCL_LOSS=0.000268 | MEAN_GATE=0.1822 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.288304
  STEP 200/11478 | TOTAL_LOSS=0.301607 | REG_LOSS=0.239153 | SOFTCLIP_LOSS=0.624547 | PCL_LOSS=0.000000 | MEAN_GATE=0.3323 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.489032
  STEP 300/11478 | TOTAL_LOSS=0.130673 | REG_LOSS=0.063167 | SOFTCLIP_LOSS=0.667561 | PCL_LOSS=0.007502 | MEAN_GATE=0.2231 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.251331
  STEP 400/11478 | TOTAL_LOSS=0.134828 | REG_LOSS=0.065084 | SOFTCLIP_LOSS=0.697440 | PCL_LOSS=0.000000 | MEAN_GATE=0.1673 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.255115
  STEP 500/11478 | TOTAL_LOSS=0.115998 | REG_LOSS=0.045017 | SOFTCLIP_LOSS=0.709813 | PCL_LOSS=0.000000 | MEAN_GATE=0.2736 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.212171
  STEP 600/11478 | TOTAL_LOSS=0.215926 | REG_LOSS=0.158477 | SOFTCLIP_LOSS=0.574491 | PCL_LOSS=0.000000 | MEAN_GATE=0.2273 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.398091
  STEP 700/11478 | TOTAL_LOSS=0.202971 | REG_LOSS=0.133552 | SOFTCLIP_LOSS=0.694185 | PCL_LOSS=0.000004 | MEAN_GATE=0.2109 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.365448
  STEP 800/11478 | TOTAL_LOSS=0.393603 | REG_LOSS=0.322001 | SOFTCLIP_LOSS=0.716023 | PCL_LOSS=0.000000 | MEAN_GATE=0.2320 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.567451
  STEP 900/11478 | TOTAL_LOSS=0.289319 | REG_LOSS=0.218260 | SOFTCLIP_LOSS=0.710585 | PCL_LOSS=0.000000 | MEAN_GATE=0.2736 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.467183
  STEP 1000/11478 | TOTAL_LOSS=0.088511 | REG_LOSS=0.021049 | SOFTCLIP_LOSS=0.670534 | PCL_LOSS=0.004080 | MEAN_GATE=0.2667 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.145084
  STEP 1100/11478 | TOTAL_LOSS=0.078195 | REG_LOSS=0.011984 | SOFTCLIP_LOSS=0.661784 | PCL_LOSS=0.000328 | MEAN_GATE=0.1892 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.109472
  STEP 1200/11478 | TOTAL_LOSS=0.697198 | REG_LOSS=0.666393 | SOFTCLIP_LOSS=0.308052 | PCL_LOSS=0.000000 | MEAN_GATE=0.1787 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.816329
  STEP 1300/11478 | TOTAL_LOSS=0.076159 | REG_LOSS=0.040304 | SOFTCLIP_LOSS=0.358520 | PCL_LOSS=0.000032 | MEAN_GATE=0.1934 | MEAN_VALID_PER_ROW=1.50 | MEAN_VALID_OFFDIAG=0.50 | BATCH_RMSE=0.200758
  STEP 1400/11478 | TOTAL_LOSS=0.125734 | REG_LOSS=0.066497 | SOFTCLIP_LOSS=0.592370 | PCL_LOSS=0.000000 | MEAN_GATE=0.1439 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.257871
  STEP 1500/11478 | TOTAL_LOSS=0.135591 | REG_LOSS=0.029159 | SOFTCLIP_LOSS=0.693266 | PCL_LOSS=0.371056 | MEAN_GATE=0.1710 | MEAN_VALID_PER_ROW=2.00 | MEAN_VALID_OFFDIAG=1.00 | BATCH_RMSE=0.170761
